feature_id	tweet_id_str	tweet_text	tweet_created_at	tweet_user_location	tweet_user_timezone	tweet_coordinates_latitude	tweet_coordinates_longitude	tweet_placeid	char_position	text	geoNameId	toponym	country_code	longitude	latitude	surrogate_geojson	uncertain_semantics	vague	overlapping_ambiguous	non_overlapping_ambiguous	not_in_geonames
1515	512708489383133184	I just told world leaders to take action against Ebola at emergency @UN meetings this week. Will you do the same?  http://t.co/9vh59Xu8nb	Thu Sep 18 21:03:24 +0000 2014	Marseille	Paris																
1516	507363235654557696	RT @ReggaeMarleyBob: At the center of non-violence stands the principle of love - Martin Luther King JR	Thu Sep 04 03:03:16 +0000 2014	Joetown																	
1517	530981022381662208	@seattlesports89 you fire Riley that's at least 15 mil total between his contract and the new coaches. Need to spend that on facilities	Sat Nov 08 07:11:55 +0000 2014																		
1518	537592882459590656	I don't understand the relation between disagreeing with a jury's decision and smashing in shops and looting/setting them on fire #riots	Wed Nov 26 13:05:05 +0000 2014	West Sussex, England																	
1519	561571397156499456	@lambbooks @aligellatly @chriswvtr /if god created all life on earth he must have created the ebola virus too. Evil	Sat Jan 31 17:07:09 +0000 2015	Bristol, England																	
1520	496718049819361281	RT @carlamurphy: man, no one likes to talk about how gun violence impacts the survivors #livesofblackmen	Tue Aug 05 18:03:06 +0000 2014	Washington State	Pacific Time (US & Canada)																
1521	491915778007248896	Flu vaccination refresh today at Ashford Park Farm-still got the technique with 100%! Gr8 to see my old boss @nickfox321 as well!	Wed Jul 23 12:00:35 +0000 2014	Julie Tran - Pharmacy Manager					33	Ashford Park Farm	2656955	Ashford	GB	0.87376	51.14648						true
1522	495304999732129792	RT @NWSVegas: 1:20PM: Flash Flood Warning for portions of Mt Chuck and NW portions of the Valley until 4:15 PM. #nvwx #vegasweather http://…	Fri Aug 01 20:28:08 +0000 2014	Kansas City, Missouri, US	Eastern Time (US & Canada)																
1523	508949574254198784	Nigeria records another Ebola Case in Lagos:    The Federal government has confirmed that Nigeria has recorded... http://t.co/AezmIlzd9C	Mon Sep 08 12:06:48 +0000 2014	Lagos - Abuja (Nigeria)	Amsterdam				0	Nigeria	2328926	Federal Republic of Nigeria	NG	8	10						
1524	508949574254198784	Nigeria records another Ebola Case in Lagos:    The Federal government has confirmed that Nigeria has recorded... http://t.co/AezmIlzd9C	Mon Sep 08 12:06:48 +0000 2014	Lagos - Abuja (Nigeria)	Amsterdam				90	Nigeria	2328926	Federal Republic of Nigeria	NG	8	10						
1525	508949574254198784	Nigeria records another Ebola Case in Lagos:    The Federal government has confirmed that Nigeria has recorded... http://t.co/AezmIlzd9C	Mon Sep 08 12:06:48 +0000 2014	Lagos - Abuja (Nigeria)	Amsterdam				38	Lagos	2332453	Lagos State	NG	3.3522	6.53774	"{""features"":[{""geometry"":{""coordinates"":[3.39467,6.45407]},""properties"":{""geoNameId"":2332459,""toponym"":""Lagos"",""countryCode"":""NG"",""positions"":[38]}},{""geometry"":{""coordinates"":[3.3522,6.53774]},""properties"":{""geoNameId"":2332453,""toponym"":""Lagos State"",""countryCode"":""NG"",""positions"":[38]}}]}"			true		
1526	545884478519136256	RT @eNCAnews: #measlesoutbreak: Centre for Vaccines and Immunology urging parents to get an extra dose for their children of the measles va…	Fri Dec 19 10:12:56 +0000 2014	Soweto,Johannesburg																	
1527	541095376879513601	Cheering for the Rebels! http://t.co/KMB2l9YtCn	Sat Dec 06 05:02:45 +0000 2014																		
1528	547120087925555200	RT @Qpalestine: Violence doesn't solve anything say those with the blood of millions on their hands.	Mon Dec 22 20:02:48 +0000 2014																		
1529	517071981691539457	They just confirmed the first case of  Ebola in the US ?	Tue Sep 30 22:02:21 +0000 2014	Christiana, Jamaica	Central Time (US & Canada)				52	US	6252001	United States	US	-98.5	39.76						
1530	517086842240266240	RT @NBCNews: CDC: This is the first patient diagnosed with this strain of Ebola outside of Africa http://t.co/ykZQYw1Doa http://t.co/2w8Yu5…	Tue Sep 30 23:01:24 +0000 2014	Beaverton, OR	Pacific Time (US & Canada)				91	Africa	6255146	Africa		21.09375	7.1881						
1531	497050729421369345	Enjoy the Show: Learn More with 'Sharknado 2'! -  People-eating sharks whipped up in a tornado, Manhattan as an... http://t.co/No1ADHvgUu	Wed Aug 06 16:05:03 +0000 2014	Hollywood, California, USA					96	Manhattan	5125771	Manhattan	US	-73.96625	40.78343						
1532	530405896858238976	RT @PamelaGeller: CIA: funding “rebels” doesn’t work: D’oh. It won’t stop Obama; funding jihadists is the basis of his foreign p... http://…	Thu Nov 06 17:06:34 +0000 2014	Southern California	Pacific Time (US & Canada)																
1533	532473073594015744	Thoroughly enjoyed Tati's masterpiece Playtime last night - absolute riot of humour, can't remember the last time laughed so much in cinema	Wed Nov 12 10:00:48 +0000 2014	Tunbridge Wells	Amsterdam																
1534	543179124081037312	You Don't Want To Monkey Around With Monkey Malaria: The surging and virulent strain is carried by macaques in... http://t.co/lhlzeL2r93	Thu Dec 11 23:02:49 +0000 2014																		
1535	517329393958395904	RT @ChromSolutions: The malaria pathogen's cellular skeleton under a super-microscope http://t.co/3oK6JzPsgT http://t.co/eJ287WkJWv	Wed Oct 01 15:05:13 +0000 2014		Bangkok																
1536	549900402817507328	US Tornado season one of the quietest on record....three years in a row! http://t.co/HlqrEw6nKA	Tue Dec 30 12:10:47 +0000 2014	Millersville, PA					0	US	6252001	United States	US	-98.5	39.76						
1537	561617075693957120	RT @SYOfficial: @usamaejaz @SamiYusuf  PLEASE SHOW YOUR SUPPORT TO END VIOLENCE IN THE NAME OF RELIGION. https://t.co/eMWaY527GM #UN #WIHW2…	Sat Jan 31 20:08:39 +0000 2015		Belgrade																
1538	542546402145206273	I led a protest that led 2 the charging &amp; imprisonment of a rogue cop Richard Chrisman in Phoenix. No, 2 police abuse http://t.co/dy9LfkvLm9	Wed Dec 10 05:08:36 +0000 2014	Phoenix, Arizona					90	Phoenix	5308655	Phoenix	US	-112.07404	33.44838						
1539	558430377639825409	If U dont get #Vaccines get UR stupid ass off the planet “@KFIAM640 Disney measles outbreak casts spotlight on morons http://t.co/Fr5EHiXlAy	Fri Jan 23 01:05:51 +0000 2015	Seattle, WA	Pacific Time (US & Canada)																
1540	537094133090119681	God bless the men and women behind the riot shields tonight. Stay safe everyone ? #Ferguson	Tue Nov 25 04:03:14 +0000 2014		Eastern Time (US & Canada)				84	Ferguson	4386387	Ferguson	US	-90.30539	38.74422						
1541	497322267802492928	'Flood Situation in Palestine Worrying': UN World Food Programme Chief to NDTV: The food situation in Palestin... http://t.co/BLFbFxdy9b	Thu Aug 07 10:04:03 +0000 2014	Mumbai	Pacific Time (US & Canada)				20	Palestine	6254930	Palestine	PS	35.20329	31.92157						
1542	497322267802492928	'Flood Situation in Palestine Worrying': UN World Food Programme Chief to NDTV: The food situation in Palestin... http://t.co/BLFbFxdy9b	Thu Aug 07 10:04:03 +0000 2014	Mumbai	Pacific Time (US & Canada)				102	Palestin	6254930	Palestine	PS	35.20329	31.92157						
1543	517328184397037568	@FDCArchives are having a lunchtime talk tomorrow on measles, tattie holidays and the belt http://t.co/1NULI8goO0	Wed Oct 01 15:00:25 +0000 2014	Dundee	London																
1544	548902287289368576	RT @TheHumungus5309: @redsteeze Media believes its more disrespectful than shooting a man in the head, setting him on fire while rioting an…	Sat Dec 27 18:04:38 +0000 2014		Atlantic Time (Canada)																
1545	548192333788090368	RT @IslamAndLifeOFC: 3- They call for love and peace while spreading violence. Allaah exposes them in the Qur'aan and will do so fully on t…	Thu Dec 25 19:03:31 +0000 2014	momma's room																	
1546	496689458649903105	@Laurie_Garrett asks for leadership in the unfolding Ebola crisis in West Africa. Unclear from where, given how underfunded WHO is. Pt. 1	Tue Aug 05 16:09:29 +0000 2014	Austin	Central Time (US & Canada)				69	West Africa	7729885	Western Africa		-4.83398	18.31281			true			
1547	512965308966252544	@itsChrisNester with the $600 you could have saved 100 children from malaria	Fri Sep 19 14:03:54 +0000 2014	Winnemucca road																	
1548	555017754131312640	"DUST BOLT new music video - Agent Thrash!
Order ""Awake The Riot"" now: http://t.co/isiEZnHsGJ... http://t.co/VOTfYpBA2U"	Tue Jan 13 15:05:18 +0000 2015																		
1549	550141633074036736	RT @ladygaga: Rehearsal's over it's showtime baby! Love, The Rivington Rebels ???Its jazz time in Vegas! http://t.co/a3UwLxj9Cv	Wed Dec 31 04:09:21 +0000 2014	"ahs oitnb twd tb bm "	Brasilia				101	Vegas	5506956	Las Vegas	US	-115.13722	36.17497						
1550	496445843600195584	Revealed: Nigerian Doctor Who Treated Liberian Man Tests Positive To Ebola Virus: One of the ... http://t.co/Aht2pWAlTg via @stoned_daug	Tue Aug 05 00:01:27 +0000 2014	jupiter																	
1551	533364264942067714	"RT @jdforshort: Spoiler alert:

It's wasn't the incredible sex that caused the ground to shake. It was an earthquake. 

Related: still five…"	Fri Nov 14 21:02:04 +0000 2014	Educated You Bet+Lic to Kill	Pacific Time (US & Canada)																
1552	546380973336977408	"Lol ""@horlorh: Konji dey catch am""@OneGuy03: Malaria hit me today. No warning sign,it just hit me to the ground."""""	Sat Dec 20 19:05:49 +0000 2014	OLD TRAFFORD	West Central Africa																
1553	495585864853237761	RT @JamesQuinones: Good morning! Just about the whole state is under a flash flood watch for today! Heavy storms possible. #azwx http://t.c…	Sat Aug 02 15:04:12 +0000 2014	Phoenix																	
1554	495313407944298497	@greensheikh  Peace in and for Gaza.  Violence is never the answer.  MLK http://t.co/YkiOqipvED	Fri Aug 01 21:01:33 +0000 2014	Washington DC	Quito			1c69a67ad480e1b1	31	Gaza	281132	Gaza Strip	PS	34.33333	31.41667	"{""features"":[{""geometry"":{""coordinates"":[34.46667,31.5]},""properties"":{""geoNameId"":281133,""toponym"":""Gaza"",""countryCode"":""PS"",""positions"":[31]}},{""geometry"":{""coordinates"":[34.33333,31.41667]},""properties"":{""geoNameId"":281132,""toponym"":""Gaza Strip"",""countryCode"":""PS"",""positions"":[31]}}]}"			true		
1555	519563096784777216	RT @7Vegas: With new players, new coaches and a new offensive system, the early theme for the #Rebels is change: http://t.co/njUaKjHgKa via…	Tue Oct 07 19:01:09 +0000 2014	Las Vegas	Arizona																
1556	561192718668685312	With the recent Measles outbreak, do you know how much the vaccine costs in your state? http://t.co/G8jqn1vrAH	Fri Jan 30 16:02:25 +0000 2015	Spokane, Washington	Pacific Time (US & Canada)																
1557	520258092953792512	"""The Yemeni ppl have lived w/senseless violence for far too long&amp;recent increase in hostilities...undermines progress,"" per @statedeptspox."	Thu Oct 09 17:02:49 +0000 2014	Washington, DC	Eastern Time (US & Canada)																
1558	536701323786612736	RT @walmartniall: fire the camera man he hasnt shown the boys in the audience we need that guy from last year back in here	Mon Nov 24 02:02:21 +0000 2014		Eastern Time (US & Canada)																
1559	547559652750524416	RT @ghoster_coaster: Nothing like spending Christmas Eve with the wife and kids, sipping on an ice cold beer by the fire.	Wed Dec 24 01:09:29 +0000 2014	hellview	London																
1560	536824144512679936	What caused the Blood River Tornado? Come read about it on StormReport http://t.co/bPHhqjvi0s http://t.co/ZaHXUf8VEs	Mon Nov 24 10:10:24 +0000 2014	South Africa					16	Blood River	1018775	Bloedrivier	ZA	30.50798	-28.23755						
1561	496568171042598912	"#LatestInfo: Lagos female doctor contracts Ebola virus:     CREDITS: THE PUNCH The Minister of Health, Prof. O... http://t.co/hprsfJ5vSO"	Tue Aug 05 08:07:32 +0000 2014						13	Lagos	2332459	Lagos	NG	3.39467	6.45407	"{""features"":[{""geometry"":{""coordinates"":[3.3522,6.53774]},""properties"":{""geoNameId"":2332453,""toponym"":""Lagos State"",""countryCode"":""NG"",""positions"":[13]}},{""geometry"":{""coordinates"":[3.39467,6.45407]},""properties"":{""geoNameId"":2332459,""toponym"":""Lagos"",""countryCode"":""NG"",""positions"":[13]}}]}"	true		true		
1562	495828029600321537	Rebels if the night @awillly_ @MoTaylor_ http://t.co/Co4JVaCeP9	Sun Aug 03 07:06:28 +0000 2014																		
1563	530012546271825920	Windsor tornado is the focus is the first talk. Tornado moved NW. #sls14	Wed Nov 05 15:03:32 +0000 2014	Boulder, CO	Central Time (US & Canada)				0	Windsor	5583509	Windsor	US	-104.90136	40.47748						
1564	531810041440264193	RT @HogwartsIogic: There was a flood in the basement of this university. Round of applause for the maintenance people! http://t.co/L40EC1FV…	Mon Nov 10 14:06:09 +0000 2014	( WE FOLLOW BACK )	Eastern Time (US & Canada)																
1565	510427866731802625	BEN Latest News: EXCLUSIVE PHOTO OF THE DAY: Ebola movie is finally Out. Part 1 &amp; 2 [SEE Photo] http://t.co/pxZmbePInt	Fri Sep 12 14:01:01 +0000 2014	Lagos, Nigeria	West Central Africa																
1566	520937009687568387	Photo: Season 4 Ranked to End November 11, 2014 Early in the afternoon yesterday, Riot announced a new date... http://t.co/cXfggExSzj	Sat Oct 11 14:00:36 +0000 2014		Arizona																
1567	543089953131872256	U.S. Nurse Being Watched at NIH for Ebola: An American nurse who may have been exposed to the Ebola virus is g... http://t.co/nz3l0crp9J	Thu Dec 11 17:08:29 +0000 2014	Bandung ,West Java	Jakarta				0	U.S.	6252001	United States	US	-98.5	39.76						
1568	512285257849372672	In September 1888 a tornado, called a cyclone by the press, touched down on Maryland Avenue SW... http://t.co/zlpgOFsqwX	Wed Sep 17 17:01:37 +0000 2014						76	Maryland Avenue SW	4138106	District of Columbia	US	-77.00025	38.91706						true
1569	559109024378290176	@curmop I can understand Malcolm X's rationale for violence pretty easily, given the violence visited upon black communities	Sat Jan 24 22:02:33 +0000 2015	KEEP HONKING - I'M RETWEETING	Eastern Time (US & Canada)																
1570	547602760946823169	RT @VegasRebelFan: Another dumb play to end the half for the Rebels.  Needed one possession there.	Wed Dec 24 04:00:46 +0000 2014	"@UNLV "																	
1571	549988568819855360	RT @ReutersLive: LIVE: Thousands are expected at a protest in central Moscow to support the Kremlin critic Alexei Navalny http://t.co/iLQfi…	Tue Dec 30 18:01:07 +0000 2014	Fortaleza - Ce Brasil					70	Moscow	524901	Moscow	RU	37.61556	55.75222						
1572	549988568819855360	RT @ReutersLive: LIVE: Thousands are expected at a protest in central Moscow to support the Kremlin critic Alexei Navalny http://t.co/iLQfi…	Tue Dec 30 18:01:07 +0000 2014	Fortaleza - Ce Brasil					92	Kremlin	7289610	Moscow Kremlin	RU	37.61778	55.75167						
1573	532911024077148160	Peace talks began in #Ethiopia yesterday. Last time the rebels and government met, the talks quickly fizzled:  http://t.co/GKBSTaeTgL	Thu Nov 13 15:01:03 +0000 2014	Southern Kordofan, Sudan	Atlantic Time (Canada)				22	Ethiopia	337996	Federal Democratic Republic of Ethiopia	ET	39.5	9						
1574	487628839711825924	"RT @landon_booth: “@ImShmacked: ODU had the craziest ""riot"" of the #ImShmackedTour” http://t.co/d5pvWhFpMa"	Fri Jul 11 16:05:49 +0000 2014	"#MissHashtagPants"	Eastern Time (US & Canada)																
1575	544463155943202816	Beware of the bite that causes chikungunya - http://t.co/tu9Rgv271b #Flu #viruses #virus #disease	Mon Dec 15 12:05:06 +0000 2014	United States																	
1576	510368901050290176	"RT @IrrawaddyNews: Arrests Go On Unabated After ‘Unclear’ Amendment to Burma Protest Law

Despite a change to the controversial... http://t…"	Fri Sep 12 10:06:42 +0000 2014	Bangkok	Bangkok				71	Burma	1327865	Union of Burma	MM	96	21						
1577	533727975791816705	Four activists hurt in at-sea demo: Spain's navy has rammed into a Greenpeace dinghy during a protest in the… http://t.co/Lb9Rjakke0	Sat Nov 15 21:07:20 +0000 2014	Dublin, Ireland					36	Spain	2510769	Kingdom of Spain	ES	-4	40						
1578	496568618956898305	Ukraine urges rebels to let civilians flee - Civilians are increasingly caught in the crossfire of civil war as th... http://t.co/Qf66BqH8Y8	Tue Aug 05 08:09:19 +0000 2014		Baghdad				0	Ukraine	690791	Ukraine	UA	32	49						
1579	511501317379194881	Thanks West Mids Police for organising the riot training as part of the blue light project #wmpolice http://t.co/XWhxGeToJe	Mon Sep 15 13:06:31 +0000 2014	West Midlands	Amsterdam				7	West Mids	2634343	West Midlands	GB	-1.96667	52.5		true				true
1580	559728382800564224	Re: Get a  Flu Shot and Help Fuel the Epidemic - http://t.co/D87opp2Qc1 #missingchildren #missing #amberalert	Mon Jan 26 15:03:40 +0000 2015	Worldwide																	
1581	496295010862518272	The death toll in the Yunnan earthquake in Southern China is at 398 people. https://t.co/15hFh1cLsu http://t.co/C33bIPOzgP	Mon Aug 04 14:02:05 +0000 2014	ÜT: 37.598412,-122.075563	Pacific Time (US & Canada)				22	Yunnan	1785694	Yunnan Sheng	CN	101.5	25						
1582	496295010862518272	The death toll in the Yunnan earthquake in Southern China is at 398 people. https://t.co/15hFh1cLsu http://t.co/C33bIPOzgP	Mon Aug 04 14:02:05 +0000 2014	ÜT: 37.598412,-122.075563	Pacific Time (US & Canada)				43	Southern China	1785694	Yunnan Sheng	CN	101.5	25			true			true
1583	496341478437031936	RT @GOPTeens: #Teens: How are #YOU protecting yourself from the #Ebola coming in from #Mexico?	Mon Aug 04 17:06:44 +0000 2014	garbage can	Mountain Time (US & Canada)				87	Mexico	3996063	Mexico	MX	-102	23						
1584	555108140954685440	RT @Jamie_Woodward_: Ice floes on the Thames &amp; the Great Fire at Bankside in Feb 1855 from The Illustrated London News @LondonHistorian htt…	Tue Jan 13 21:04:28 +0000 2015	Rowlands Gill	London				38	Thames	2636063	River Thames	GB	0.50812	51.49763						
1585	555108140954685440	RT @Jamie_Woodward_: Ice floes on the Thames &amp; the Great Fire at Bankside in Feb 1855 from The Illustrated London News @LondonHistorian htt…	Tue Jan 13 21:04:28 +0000 2015	Rowlands Gill	London				65	Bankside	2643743	London	GB	-0.12574	51.50853						true
1586	508360206171275264	RT @Robert_Mills: Lowell, Dracut, Tyngsboro, Southern NH, this time the tornado warning DOES apply to us. Find shelter now if you're out an…	Sat Sep 06 21:04:52 +0000 2014		Eastern Time (US & Canada)				18	Lowell	4942618	Lowell	US	-71.31617	42.63342						
1587	508360206171275264	RT @Robert_Mills: Lowell, Dracut, Tyngsboro, Southern NH, this time the tornado warning DOES apply to us. Find shelter now if you're out an…	Sat Sep 06 21:04:52 +0000 2014		Eastern Time (US & Canada)				26	Dracut	4935038	Dracut	US	-71.30201	42.67037						
1588	508360206171275264	RT @Robert_Mills: Lowell, Dracut, Tyngsboro, Southern NH, this time the tornado warning DOES apply to us. Find shelter now if you're out an…	Sat Sep 06 21:04:52 +0000 2014		Eastern Time (US & Canada)				34	Tyngsboro	4953542	Tyngsboro	US	-71.42451	42.67676						
1589	508360206171275264	RT @Robert_Mills: Lowell, Dracut, Tyngsboro, Southern NH, this time the tornado warning DOES apply to us. Find shelter now if you're out an…	Sat Sep 06 21:04:52 +0000 2014		Eastern Time (US & Canada)				54	NH	5090174	New Hampshire	US	-71.4998	43.66702						
1590	513447664504283136	New Documentary Takes A Look Inside The Ebola Outbreak http://t.co/ZxCzGOSKqS	Sat Sep 20 22:00:37 +0000 2014	Hollywood	Alaska																
1591	501294449239261184	I don't understand how y'all are gonna riot for the cop shooting someone when y'all are out shooting too.. What's the difference? Hypocrites	Mon Aug 18 09:08:04 +0000 2014	South Carolina ?																	
1592	557388509968089090	RT @TravisNyquill: Sorry for the mini earthquake Dallas signed @WWE #RAW	Tue Jan 20 04:05:51 +0000 2015	El Salvador	Central America				49	Dallas	4684888	Dallas	US	-96.80667	32.78306						
1593	534226567384141824	Kindle book The Tornado is simply terrific - http://t.co/3n9h4j1TS7	Mon Nov 17 06:08:33 +0000 2014	Colorado	Mountain Time (US & Canada)																
1594	497336629703348224	RT @Op_Israel: The result of one month of genocidal violence against Gaza during Op Ensuring Genocide. Please retweet. http://t.co/jMGWGBKX…	Thu Aug 07 11:01:07 +0000 2014	on a holiday	Baghdad				69	Gaza	281133	Gaza	PS	34.46667	31.5	"{""features"":[{""geometry"":{""coordinates"":[34.33333,31.41667]},""properties"":{""geoNameId"":281132,""toponym"":""Gaza Strip"",""countryCode"":""PS"",""positions"":[69]}},{""geometry"":{""coordinates"":[34.45591,31.25857]},""properties"":{""geoNameId"":7870269,""toponym"":""Gaza"",""countryCode"":""IL"",""positions"":[69]}},{""geometry"":{""coordinates"":[34.46667,31.5]},""properties"":{""geoNameId"":281133,""toponym"":""Gaza"",""countryCode"":""PS"",""positions"":[69]}}]}"			true		
1595	521359722050367488	RT @SongaStone: Soo, Naomi Campbell, not once but twice, took to micro-blogging site, Twitter, to congratulate 'Malaria' on winning the Nob…	Sun Oct 12 18:00:18 +0000 2014	United Kingdom	London																
1596	513070891891458048	6.0 earthquake is likely in the Aomori and Morioka Japan area in the next 12 hours. - http://t.co/anSFxwCW3C …	Fri Sep 19 21:03:27 +0000 2014	California	Eastern Time (US & Canada)				32	Aomori	2130656	Aomori-ken	JP	140.82827	40.7831						
1597	513070891891458048	6.0 earthquake is likely in the Aomori and Morioka Japan area in the next 12 hours. - http://t.co/anSFxwCW3C …	Fri Sep 19 21:03:27 +0000 2014	California	Eastern Time (US & Canada)				43	Morioka	2111834	Morioka	JP	141.15	39.7						
1598	513070891891458048	6.0 earthquake is likely in the Aomori and Morioka Japan area in the next 12 hours. - http://t.co/anSFxwCW3C …	Fri Sep 19 21:03:27 +0000 2014	California	Eastern Time (US & Canada)				51	Japan	1861060	Japan	JP	139.75309	35.68536						
1599	557509918932996097	RT @TheMichaelRock: Thanks to the news I now know sitting on your ass all day is unhealthy. In other news, water is wet and fire is hot.	Tue Jan 20 12:08:17 +0000 2015		Central Time (US & Canada)																
1600	555650633374904320	"The chefs will be cooking for Boston's Fire &amp; Police Departments.
Tune in to #TopChef tonight @ 9:30pmEDT on Arena. http://t.co/eTuHzGCuBf"	Thu Jan 15 09:00:09 +0000 2015	Australia	Sydney				30	Boston	4930956	Boston	US	-71.05977	42.35843						
1601	548390686425227264	Flood situation in Malaysia worsens: The flood situation in several northern Malaysian states worsened during ... http://t.co/w3XrwnCwuS	Fri Dec 26 08:11:42 +0000 2014	malaysia					19	Malaysia	1733045	Malaysia	MY	112.5	2.5						
1602	555832064965353472	@Sharongandali well it's 11 o'clock now.... where is the earthquake?	Thu Jan 15 21:01:05 +0000 2015	Somewhere In Malawi	Pacific Time (US & Canada)																
1603	522539228262322179	"RT @ch3chia: The President wants ""Ebola swat team""… honestly?? What's next, ebola riot police? Ebola asset forfeiture? http://t.co/z0OZwpF0…"	Thu Oct 16 00:07:15 +0000 2014	"metro Detroit, Michigan "	Eastern Time (US & Canada)																
1604	549688697466007553	Star Wars Voice Actor Returns: Frank Oz Takes Up The Part Of Yoda Again For Star Wars Rebels [VIDEO] http://t.co/blEtoL42pw	Mon Dec 29 22:09:32 +0000 2014	New York, NY	Eastern Time (US & Canada)																
1605	558280047157866496	"#TBT my cousins a week after the Palm F4 tornado hit their home in 1965 Illinois. They had just found their cat. http://t.co/GNgGIoBe8L"	Thu Jan 22 15:08:30 +0000 2015	"Southwest Virginia "	Atlantic Time (Canada)				72	Illinois	4896861	Illinois	US	-89.25037	40.00032						
1606	543934345946628096	@EamonnHolmes The rest of us hope not ..Santa lost in fog, Rudolph has flu, Liverpool win!! we hope	Sun Dec 14 01:03:48 +0000 2014	England	London				76	Liverpool	2644210	Liverpool	GB	-2.97794	53.41058		true				
1607	519761014879830016	@carlottawannabe for the matinee+hoped I could get tix bit his not so no mad dash just a asthma check+flu jab	Wed Oct 08 08:07:37 +0000 2014	nuneaton aka treacle town	London																
1608	546199621899255809	Could an #Israeli company hold the cure to #Ebola	Sat Dec 20 07:05:12 +0000 2014	Nashville, TN																	
1609	517359820555288577	We are live streaming an update on the Ebola virus in Texas. Tune in here to watch: http://t.co/5rjCbw75RH http://t.co/jC9uXIshqb	Wed Oct 01 17:06:07 +0000 2014	Colorado Springs, CO	Pacific Time (US & Canada)				54	Texas	4736286	Texas	US	-99.25061	31.25044						
1610	487416810870824960	"#nzpol RT @seann_nz: SIck of liberal analyses of sex/violence issues. Always errrr on the side of melodrama. http://t.co/k7eih5KaXq"	Fri Jul 11 02:03:18 +0000 2014	The Leftmosphere	Auckland																
1611	512617224125698048	saving the world ~&gt;15 #Syrian #children #dead following #UN #measles #vaccination campaign — RT News http://t.co/PYe66RaEam	Thu Sep 18 15:00:44 +0000 2014	la terra firma	Amsterdam				23	Syrian	163843	Syrian Arab Republic	SY	38	35		true				
1612	560776281210363904	RT @minafayek: Shaimaa (leftist), Mina (copt) &amp; Sondos (islamist) in the women protest. All unjustly killed during violence. #Egypt http://…	Thu Jan 29 12:27:38 +0000 2015						126	Egypt	357994	Arab Republic of Egypt	EG	30	27						
1613	547149851910488065	An Earthquake Shakes the Industry... What Does it Even Mean? - Fishing Tackle Retailer http://t.co/32gdJQF9Bi	Mon Dec 22 22:01:04 +0000 2014																		
1614	549508321040822273	RT @AmarAmirul_: Kota bharu after the flood , allahu rabbi ? http://t.co/snea6iUD2z	Mon Dec 29 10:12:47 +0000 2014		Kuala Lumpur				17	Kota bharu	1736376	Kota Bharu	MY	102.2386	6.13328						
1615	496265948786360321	RT @NEJM: On the Now@NEJM blog — The Future of #Malaria: Rising Rates of Resistance and a Potential New Hope. http://t.co/gX3vzKRMK1	Mon Aug 04 12:06:37 +0000 2014	San Roque, Andalucía, España	Madrid																
1616	530874162991357952	@blackrepublican Like the False-President they got elected, the Lamestream Media wants to pretend the Earthquake didn't happen.	Sat Nov 08 00:07:18 +0000 2014	Winter Park, Florida	Eastern Time (US & Canada)																
1617	555033168139780098	"RT @Pineslut: I find it so pathetic and sad when people have the time to go around ""jumping"" people to send across a message. Violence isn'…"	Tue Jan 13 16:06:33 +0000 2015	Sacramento	London																
1618	531612589202366464	"U think ""Rome existed before the flood?"" what meme told you that? U know kingdoms are made up of people not just land right?@MichaelDavidLS"	Mon Nov 10 01:01:32 +0000 2014	Nashville, TN.	Central Time (US & Canada)				9	Rome	3169070	Rome	IT	12.51133	41.89193						
1619	560000019227373568	"2015.3.15@??BABEL
???pre.?SCAR OF THE RIOT vol.2?

-cast-
HOTOKE (??)
?.D.TRIBE (??)
BLINDSIDE (?)
Victim of Deception (??) …and more"	Tue Jan 27 09:03:03 +0000 2015		Irkutsk																
1620	558248703434047490	Derrick Rose ignites the fire in Chicago Bulls' dressing room as ... http://t.co/EhSnMdViUN	Thu Jan 22 13:03:57 +0000 2015																		
1621	521164611782197248	RT @OleMissFB: The Rebels' next game against Tennessee will be on ESPN at 6 p.m. CT from Vaught-Hemingway Stadium.	Sun Oct 12 05:05:00 +0000 2014	Oxford, MS	Central Time (US & Canada)				45	Tennessee	4662168	Tennessee	US	-86.25027	35.75035		true				
1622	521164611782197248	RT @OleMissFB: The Rebels' next game against Tennessee will be on ESPN at 6 p.m. CT from Vaught-Hemingway Stadium.	Sun Oct 12 05:05:00 +0000 2014	Oxford, MS	Central Time (US & Canada)				89	Vaught-Hemingway Stadium	4449593	Vaught-Hemingway Stadium	US	-89.53425	34.36205						
1623	522645288033329152	P2P:Earthquake faster than you can check the size and scope of the earthquake.Free for Win.RT,If You Agree http://t.co/j10nQS5dMm	Thu Oct 16 07:08:41 +0000 2014	??????NEVER?	Hawaii																
1624	520771144824418304	Preliminary Earthquake Report M6.3 – OFF THE EAST COAST OF HONSHU, JAPAN » Royal Gorge FM News© http://t.co/gxw2SUUtOE	Sat Oct 11 03:01:31 +0000 2014	Cañon City, CO																	
1625	556995138346831874	Rebels slay 189 SPLA soldiers in Renk – The Insider Uganda http://t.co/wuyMJT9cbW	Mon Jan 19 02:02:44 +0000 2015	"Kampala "					52	Uganda	226074	Republic of Uganda	UG	32.5	1.25						
1626	514642432495874048	"Mi favorita de favoritas :')

Paramore- The Final Riot!- Emergency: http://t.co/7ahNt96Pe9"	Wed Sep 24 05:08:12 +0000 2014	Durango, Dgo.	Eastern Time (US & Canada)																
